Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Daniel Oyegoke,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Pablo Hernández,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cole Palmer,Midfielder,4,,,2,50%,,2,1,0,0,,3,6,7,1,2,0,,0,0,51,12.75,1,3,0%,1,1,0,0,1,0,0,0,0,0,0,0.00,0,0,4,1,25%,0,,,,,,,,
Erik Palmer-Brown,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Adam Parkes,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Troy Parrott,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Thomas Partey,Midfielder,24,,,43,67%,,14,23,34,11,,153,118,109,35,24,26,,1,1,"1,205",50.21,0,3,0%,9,72,5,0,33,0,2,1,0,0,2,0.08,0,0,44,10,23%,2,,,,,,,,
Maksim Paskotsi,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Charlie Patino,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Patterson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Bailey Peacock-Farrell,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Myles Peart-Harris,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Pedro Neto,Forward,13,,,4,,,7,6,1,0,,,,,,,,,,1,199,15.31,3,37,,,,3,0,2,1,1,0,0,1,1,0.08,0,0,17,4,24%,1,,,,,,,,
Facundo Pellistri,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Adalberto Peñaranda,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nicolas Pépé,Forward,20,,,8,,,5,8,2,0,,,,,,,,,,2,319,15.95,1,37,,,,0,0,8,4,1,0,0,1,2,0.05,0,0,23,9,39%,3,,,,,,,,
Ayoze Pérez,Forward,14,,,4,,,3,2,4,2,,,,,,,,,,3,150,10.71,2,3,,,,0,1,6,0,2,0,2,0,0,0.14,0,0,11,6,55%,1,,,,,,,,
Stipe Perica,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sonny Perkins,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,1,1.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Romain Perraud,Defender,20,3,33,34,65%,0,5,17,38,10,1,77,74,86,8,16,24,0,0,1,534,26.70,1,69,9%,1,11,3,0,31,0,0,0,0,0,2,,,,,,,,,,,,,,,
Taylor Perry,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Philippe Coutinho,Midfielder,19,,,17,71%,,9,7,4,2,,53,63,82,21,5,17,,0,3,629,33.11,5,18,22%,3,27,0,0,8,4,5,0,5,0,0,0.26,0,0,43,16,37%,2,,,,,,,,
Kalvin Phillips,Midfielder,20,,,54,46%,,3,24,18,6,,180,97,116,7,17,29,,0,1,948,47.40,1,16,25%,1,69,4,0,33,0,0,0,0,0,0,0.00,0,0,15,3,20%,1,,,,,,,,
Jaden Philogene,Midfielder,1,,,0,0%,,0,0,0,0,,0,1,3,0,0,0,,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jordan Pickford,Goalkeeper,35,7,58,,,,,,,,,,,,,,,0,1,0,"1,021",29.17,,,,,286,2,0,0,,0,,,,,,,,,,,,117,0,22,19,6,17,119,267
Erik Pieters,Defender,12,4,5,28,54%,0,3,10,37,24,0,53,48,36,3,12,7,0,0,1,254,21.17,1,14,14%,1,14,1,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ethan Pinnock,Defender,32,7,43,51,69%,1,3,44,148,91,0,141,216,101,9,143,72,0,0,1,"1,416",44.25,2,21,19%,0,64,1,0,9,1,1,0,0,1,0,,,,,,,,,,,,,,,
Przemyslaw Placheta,Midfielder,12,,,4,75%,,1,2,4,2,,25,21,34,10,1,8,,0,0,132,11.00,1,23,22%,1,6,1,0,1,0,0,0,0,0,0,0.00,0,0,8,7,88%,0,,,,,,,,
Luke Plange,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Maurizio Pochettino,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Paul Pogba,Midfielder,20,,,13,69%,,9,13,16,11,,98,116,122,39,36,20,,0,9,877,43.85,6,12,25%,8,73,7,1,39,0,1,0,1,0,0,0.05,0,0,32,8,25%,4,,,,,,,,
Mattie Pollock,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Nick Pope,Goalkeeper,36,9,47,,,,,,,,,,,,,,,0,1,0,929,25.81,,,,,331,1,0,0,,0,,,,,,,,,,,,121,0,16,42,4,28,147,283
Pedro Porro,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Freddie Potts,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ian Poveda,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Iker Pozo,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Dennis Praet,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Aaron Pressley,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Isaac Price,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,1,0,0,0,,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,1,,,,,,,,
Davy Pröpper,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Teemu Pukki,Forward,37,,,23,,,20,4,2,0,,,,,,,,,,3,524,14.16,8,13,,,,4,0,31,12,11,1,8,2,1,0.30,3,0,71,27,38%,10,,,,,,,,
Christian Pulisic,Midfielder,22,,,10,70%,,6,5,8,3,,53,78,112,25,12,28,,0,2,437,19.86,1,14,14%,2,6,2,0,15,4,6,0,2,4,0,0.27,0,0,28,11,39%,6,,,,,,,,
Ignacio Pussetto,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jarell Quansah,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Xavi Quintillá,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Luka Racic,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Arjan Raikhy,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jesurun Rak-Sakyi,Midfielder,2,,,0,0%,,0,1,0,0,,6,3,7,0,0,1,,0,0,24,12.00,0,2,50%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kayne Ramsay,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Aaron Ramsdale,Goalkeeper,34,12,39,,,,,,,,,,,,,,,0,0,0,"1,010",29.71,,,,,159,1,0,0,,0,,,,,,,,,,,,90,0,12,22,3,21,162,181
Jacob Ramsey,Midfielder,34,,,67,66%,,11,24,25,7,,126,157,157,30,16,34,,0,1,"1,014",29.82,2,26,19%,3,24,6,0,32,1,6,0,3,3,0,0.18,0,0,34,11,32%,3,,,,,,,,
Darren Randolph,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Raphinha,Forward,35,,,51,,,26,29,25,18,,,,,,,,,,3,"1,074",30.69,10,162,,,,7,0,40,14,11,0,0,11,7,0.31,4,1,88,25,28%,6,,,,,,,,
Marcus Rashford,Forward,25,,,6,,,5,5,4,3,,,,,,,,,,2,393,15.72,3,22,,,,2,0,13,15,4,0,4,0,0,0.16,0,0,22,12,55%,2,,,,,,,,
Milot Rashica,Midfielder,31,,,31,61%,,12,15,22,10,,110,106,163,16,12,28,,0,2,459,14.81,1,128,21%,3,21,0,0,23,13,1,0,1,0,1,0.03,0,0,44,17,39%,3,,,,,,,,
David Raya,Goalkeeper,24,8,27,,,,,,,,,,,,,,,0,1,0,960,40.00,,,,,259,1,0,1,,0,,,,,,,,,,,,78,0,7,27,7,16,118,202
Nathan Redmond,Midfielder,27,,,22,64%,,11,8,13,3,,102,71,104,21,13,32,,0,5,670,24.81,7,60,30%,7,23,0,0,16,3,1,0,1,0,0,0.04,0,0,26,9,35%,1,,,,,,,,
Sergio Reguilón,Defender,25,6,25,40,60%,0,7,31,39,26,0,99,114,105,19,31,22,0,0,3,771,30.84,5,84,30%,1,22,4,0,22,1,2,0,0,2,0,,,,,,,,,,,,,,,
Winston Reid,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Omar Rekik,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ricardo Pereira,Defender,14,1,20,37,54%,0,4,17,29,17,0,64,79,53,11,15,14,0,0,3,538,38.43,2,14,14%,0,11,3,0,6,0,1,1,0,0,1,,,,,,,,,,,,,,,
Declan Rice,Midfielder,36,,,80,53%,,7,63,49,33,,286,183,130,50,42,27,,1,4,"2,153",59.81,2,30,20%,1,128,8,0,28,0,1,0,1,0,1,0.03,0,0,26,8,31%,1,,,,,,,,
Taylor Richards,Midfielder,2,,,1,0%,,1,0,0,0,,3,3,3,0,1,0,,0,0,27,13.50,0,0,0%,0,2,0,0,1,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Lewis Richardson,Midfielder,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Richarlison,Forward,30,,,40,,,26,12,33,24,,,,,,,,,,5,524,17.47,7,38,,,,9,0,36,21,10,2,6,2,2,0.33,3,0,72,23,32%,6,,,,,,,,
Jairo Riedewald,Midfielder,3,,,1,100%,,0,1,1,0,,10,2,6,1,0,2,,0,0,53,17.67,0,2,50%,0,1,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Matt Ritchie,Midfielder,18,,,22,68%,,5,13,23,12,,70,49,54,4,14,17,,0,2,504,28.00,2,104,27%,0,42,5,0,13,0,0,0,0,0,0,0.00,0,0,10,1,10%,0,,,,,,,,
Roberto Firmino,Forward,20,,,23,,,10,4,3,3,,,,,,,,,,4,486,24.30,3,8,,,,3,0,7,3,5,0,4,1,0,0.25,0,0,30,11,37%,1,,,,,,,,
Haydon Roberts,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Andy Robertson,Defender,29,16,20,36,58%,0,4,23,51,23,1,180,84,73,13,26,14,0,0,10,"1,928",66.48,9,195,23%,3,59,5,1,19,4,3,2,0,1,0,,,,,,,,,,,,,,,
Joe Rodon,Defender,3,0,3,0,0%,0,0,0,7,5,0,3,3,2,0,2,2,0,0,0,35,11.67,0,0,0%,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Rodri,Midfielder,33,,,72,60%,,13,28,42,26,,292,189,134,12,85,33,,0,2,"2,865",86.82,0,9,44%,4,180,5,0,43,0,7,2,4,1,1,0.21,0,0,45,14,31%,0,,,,,,,,
Rodrigo,Forward,31,,,20,,,13,11,26,17,,,,,,,,,,1,872,28.13,3,29,,,,9,0,21,4,6,0,1,5,2,0.19,1,0,47,18,38%,5,,,,,,,,
Jay Rodríguez,Forward,29,,,20,,,10,4,12,10,,,,,,,,,,2,302,10.41,4,7,,,,3,0,31,17,2,0,2,0,2,0.07,0,0,41,11,27%,4,,,,,,,,
Mads Roerslev,Defender,21,1,27,23,52%,0,1,16,26,13,0,54,47,75,4,12,25,0,0,1,297,14.14,2,35,26%,0,10,1,0,18,2,1,0,0,1,0,,,,,,,,,,,,,,,
Morgan Rogers,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Cristian Romero,Defender,22,5,25,62,63%,1,2,33,72,38,0,148,129,79,9,43,30,0,1,0,"1,316",59.82,0,0,0%,2,58,8,0,28,2,1,0,1,0,0,,,,,,,,,,,,,,,
Oriol Romeu,Midfielder,36,,,77,51%,,6,51,40,14,,259,198,163,30,67,49,,0,2,"1,673",46.47,4,13,38%,7,99,9,0,46,0,2,1,1,0,0,0.06,0,0,24,4,17%,1,,,,,,,,
Connor Ronan,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Salomón Rondón,Forward,20,,,6,,,6,0,10,10,,,,,,,,,,1,186,9.30,0,6,,,,3,1,12,5,1,0,1,0,0,0.05,0,0,21,6,29%,2,,,,,,,,
Danny Rose,Defender,8,0,16,16,63%,1,1,14,9,5,0,41,43,38,9,4,8,0,0,0,227,28.38,2,24,8%,4,22,4,0,10,1,0,0,0,0,0,,,,,,,,,,,,,,,
Jonathan Rowe,Forward,13,,,3,,,0,3,1,0,,,,,,,,,,1,66,5.08,0,4,,,,0,0,3,1,0,0,0,0,1,0.00,0,0,3,2,67%,0,,,,,,,,
Rúben Dias,Defender,29,12,18,26,73%,0,7,23,65,29,0,108,88,75,2,51,36,0,0,4,"2,267",78.17,4,3,33%,1,99,5,0,27,2,2,1,0,1,0,,,,,,,,,,,,,,,
Rúben Neves,Midfielder,33,,,68,54%,,10,41,46,26,,243,125,137,26,20,26,,1,2,"1,929",58.45,3,44,23%,16,197,9,0,25,1,4,0,4,0,0,0.12,0,1,42,16,38%,0,,,,,,,,
Rúben Vinagre,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
John Ruddy,Goalkeeper,2,0,3,,,,,,,,,,,,,,,0,0,0,29,14.50,,,,,2,0,0,0,,0,,,,,,,,,,,,4,0,0,0,1,2,4,14
Antonio Rüdiger,Defender,34,14,27,48,58%,0,12,28,87,44,0,183,122,81,6,56,20,0,1,0,"2,497",73.44,0,15,33%,7,159,9,0,35,0,3,1,2,0,1,,,,,,,,,,,,,,,
Rui Patrício,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Rúnar Alex Rúnarsson,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Lukas Rupp,Midfielder,19,,,9,44%,,4,9,6,3,,55,40,56,18,5,10,,0,0,384,20.21,2,3,33%,2,11,0,0,7,0,0,0,0,0,0,0.00,0,0,12,2,17%,0,,,,,,,,
Mathew Ryan,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Allan Saint-Maximin,Forward,35,,,13,,,18,11,2,0,,,,,,,,,,5,675,19.29,7,60,,,,6,0,22,13,5,0,5,0,0,0.14,0,0,64,26,41%,4,,,,,,,,
Romain Saïss,Defender,31,11,30,40,68%,0,0,58,149,80,0,157,134,100,7,73,50,0,1,0,"1,781",57.45,0,9,0%,1,108,6,0,30,3,2,0,1,1,2,,,,,,,,,,,,,,,
Henri Saivet,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Bukayo Saka,Forward,38,,,40,,,39,22,21,1,,,,,,,,,,7,"1,062",27.95,8,110,,,,6,0,39,17,11,0,1,10,1,0.29,2,0,97,31,32%,5,,,,,,,,
Mamadou Sakho,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
William Saliba,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mohammed Salisu,Defender,34,6,57,80,59%,0,5,78,150,69,2,244,201,135,13,101,61,1,2,0,"1,741",51.21,1,13,15%,0,90,8,1,38,2,0,0,0,0,0,,,,,,,,,,,,,,,
Mbwana Samatta,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Albert Sambi Lokonga,Midfielder,19,,,22,82%,,4,13,11,8,,72,55,43,3,16,20,,1,0,818,43.05,1,2,50%,6,35,5,0,12,0,0,0,0,0,0,0.00,0,0,20,8,40%,0,,,,,,,,
Samir,Defender,19,3,36,24,46%,0,4,43,81,42,1,103,89,66,2,48,34,0,2,0,667,35.11,0,0,0%,0,39,4,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
Robert Sánchez,Goalkeeper,37,11,42,,,,,,,,,,,,,,,0,0,0,"1,333",36.03,,,,,203,4,1,1,,0,,,,,,,,,,,,101,0,10,50,10,6,186,234
Jadon Sancho,Forward,29,,,14,,,9,15,5,3,,,,,,,,,,3,935,32.24,5,28,,,,0,0,4,7,3,0,3,0,0,0.10,0,0,26,9,35%,3,,,,,,,,
Dion Sanderson,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Philippe Sandler,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Morgan Sanson,Midfielder,10,,,12,67%,,0,10,2,1,,33,41,26,13,3,6,,1,0,153,15.30,0,8,25%,3,3,0,0,3,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Josh Sargent,Forward,26,,,26,,,13,11,17,8,,,,,,,,,,1,393,15.12,0,11,,,,1,0,9,4,2,1,1,0,0,0.08,0,0,24,3,13%,2,,,,,,,,
Matija Sarkic,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jeremy Sarmiento,Forward,5,,,1,,,0,0,0,0,,,,,,,,,,0,18,3.60,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Malang Sarr,Defender,8,2,7,14,50%,1,0,11,19,11,0,36,28,22,0,13,7,0,0,0,467,58.38,1,4,25%,2,14,2,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
Charlie Savage,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Dane Scarlett,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,1,1.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fabian Schär,Defender,25,6,32,16,69%,0,5,32,95,45,2,131,78,82,6,45,42,0,0,2,986,39.44,4,7,14%,1,127,4,0,24,3,2,1,1,0,0,,,,,,,,,,,,,,,
Kjell Scherpen,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jeffrey Schlupp,Midfielder,32,,,46,54%,,10,18,31,12,,115,134,147,35,31,39,,0,1,641,20.03,2,20,15%,3,18,1,0,26,0,4,1,0,3,1,0.13,0,0,33,9,27%,1,,,,,,,,
Kasper Schmeichel,Goalkeeper,37,7,58,,,,,,,,,,,,,,,0,1,0,"1,123",30.35,,,,,264,2,0,0,,0,,,,,,,,,,,,131,2,12,13,3,15,166,291
Ken Sema,Midfielder,18,,,16,38%,,2,5,10,7,,53,47,88,12,12,23,,0,0,188,10.44,2,31,42%,0,7,1,0,15,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
Sergio Romero,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Ryan Sessegnon,Midfielder,15,3,11,25,76%,0,2,7,22,10,0,40,49,69,6,11,15,0,0,2,323,21.53,6,38,21%,0,6,2,0,19,5,0,0,0,0,0,,,,,,,,,,,,,,,
Meritan Shabani,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jamie Shackleton,Midfielder,14,,,27,59%,,1,8,10,4,,50,49,48,11,6,15,,0,0,346,24.71,0,4,0%,0,3,4,0,13,0,0,0,0,0,0,0.00,0,0,4,1,25%,0,,,,,,,,
Xherdan Shaqiri,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Teddy Sharman-Lowe,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Luke Shaw,Defender,20,3,24,21,62%,0,1,9,17,9,0,95,64,75,7,20,15,0,1,3,924,46.20,5,109,27%,3,31,8,0,32,3,0,0,0,0,0,,,,,,,,,,,,,,,
Jonjo Shelvey,Midfielder,24,,,30,57%,,5,22,19,9,,160,57,55,9,10,10,,1,1,899,37.46,1,43,21%,4,118,5,1,18,0,2,0,2,0,1,0.08,0,1,30,14,47%,0,,,,,,,,
Nathan Shepperd,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Shola Shoretire,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,5,5.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sidnei Tavares,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Francisco Sierralta,Defender,5,0,9,7,43%,0,0,6,34,18,0,17,27,8,2,15,1,1,0,0,182,36.40,0,0,0%,0,4,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
Gylfi Sigurdsson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Abdallah Sima,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
